word1,word2,human_score,Word2Vec_Similarity,BERT_Similarity,Transformer_Similarity,Word2Vec_Correlation,BERT_Correlation,Transformer_Correlation
cup,drink,4.75,0.35322168469429016,0.8571601510047913,0.8571601510047913,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,entity,1.375,0.0347922146320343,0.8332259654998779,0.8332259654998779,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,food,1.875,0.09379564970731735,0.8244493007659912,0.8244493007659912,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,liquid,3.75,0.25183939933776855,0.8765159249305725,0.8765159249305725,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,object,4.25,0.10605283081531525,0.7868366241455078,0.7868366241455078,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,substance,1.9375,0.12556417286396027,0.8685728311538696,0.8685728311538696,0.6895788373391425,0.2718943817019939,0.2718943817019939
cup,tableware,6.0,0.1948634535074234,0.5358052849769592,0.5358052849769592,0.6895788373391425,0.2718943817019939,0.2718943817019939
currency,market,4.3125,0.3382996618747711,0.7811568379402161,0.7811568379402161,0.6895788373391425,0.2718943817019939,0.2718943817019939
day,dawn,4.625,0.3310857117176056,0.8627517819404602,0.8627517819404602,0.6895788373391425,0.2718943817019939,0.2718943817019939
day,summer,3.125,0.4481316804885864,0.8288365006446838,0.8288365006446838,0.6895788373391425,0.2718943817019939,0.2718943817019939
death,inmate,1.944,0.2757277190685272,0.7673957943916321,0.7673957943916321,0.6895788373391425,0.2718943817019939,0.2718943817019939
death,row,1.6875,0.1561247855424881,0.7579959034919739,0.7579959034919739,0.6895788373391425,0.2718943817019939,0.2718943817019939
decoration,valor,3.25,0.322715699672699,0.7100735902786255,0.7100735902786255,0.6895788373391425,0.2718943817019939,0.2718943817019939
delay,news,1.4375,0.12586815655231476,0.8590483069419861,0.8590483069419861,0.6895788373391425,0.2718943817019939,0.2718943817019939
delay,racism,0.875,0.023803042247891426,0.7948609590530396,0.7948609590530396,0.6895788373391425,0.2718943817019939,0.2718943817019939
deployment,departure,5.5,0.2766171097755432,0.7821260690689087,0.7821260690689087,0.6895788373391425,0.2718943817019939,0.2718943817019939
deployment,withdrawal,3.5,0.40605053305625916,0.7585659623146057,0.7585659623146057,0.6895788373391425,0.2718943817019939,0.2718943817019939
development,issue,3.3125,0.09010776877403259,0.7989170551300049,0.7989170551300049,0.6895788373391425,0.2718943817019939,0.2718943817019939
direction,combination,2.0625,0.09585042297840118,0.8971678614616394,0.8971678614616394,0.6895788373391425,0.2718943817019939,0.2718943817019939
disability,death,2.3125,0.275210976600647,0.771351158618927,0.771351158618927,0.6895788373391425,0.2718943817019939,0.2718943817019939
disaster,area,1.625,0.145228311419487,0.8287069797515869,0.8287069797515869,0.6895788373391425,0.2718943817019939,0.2718943817019939
discovery,space,3.9375,0.04125640168786049,0.7896424531936646,0.7896424531936646,0.6895788373391425,0.2718943817019939,0.2718943817019939
dividend,calculation,5.1875,0.15065298974514008,0.7215135097503662,0.7215135097503662,0.6895788373391425,0.2718943817019939,0.2718943817019939
dividend,payment,5.5,0.2785915434360504,0.6728552579879761,0.6728552579879761,0.6895788373391425,0.2718943817019939,0.2718943817019939
doctor,liability,2.5,0.06116039678454399,0.8197401165962219,0.8197401165962219,0.6895788373391425,0.2718943817019939,0.2718943817019939
doctor,nurse,6.125,0.6319523453712463,0.9088303446769714,0.9088303446769714,0.6895788373391425,0.2718943817019939,0.2718943817019939
doctor,personnel,3.5625,0.1610165387392044,0.7055759429931641,0.7055759429931641,0.6895788373391425,0.2718943817019939,0.2718943817019939
dollar,buck,8.5625,0.2562117278575897,0.8400608897209167,0.8400608897209167,0.6895788373391425,0.2718943817019939,0.2718943817019939
dollar,loss,2.1875,0.026566719636321068,0.7751259803771973,0.7751259803771973,0.6895788373391425,0.2718943817019939,0.2718943817019939
dollar,profit,5.375,0.25337401032447815,0.8230434060096741,0.8230434060096741,0.6895788373391425,0.2718943817019939,0.2718943817019939
dollar,yen,6.3125,0.574535608291626,0.8693668842315674,0.8693668842315674,0.6895788373391425,0.2718943817019939,0.2718943817019939
drink,car,0.3125,0.24563539028167725,0.810663640499115,0.810663640499115,0.6895788373391425,0.2718943817019939,0.2718943817019939
drink,ear,0.375,0.09346937388181686,0.8396351337432861,0.8396351337432861,0.6895788373391425,0.2718943817019939,0.2718943817019939
drink,eat,4.125,0.5070200562477112,0.9496367573738098,0.9496367573738098,0.6895788373391425,0.2718943817019939,0.2718943817019939
drink,mother,0.5625,0.15679939091205597,0.8659466505050659,0.8659466505050659,0.6895788373391425,0.2718943817019939,0.2718943817019939
drink,mouth,4.7375,0.1730400174856186,0.7853505611419678,0.7853505611419678,0.6895788373391425,0.2718943817019939,0.2718943817019939
drug,abuse,4.9375,0.24085767567157745,0.8637595772743225,0.8637595772743225,0.6895788373391425,0.2718943817019939,0.2718943817019939
energy,crisis,3.0505,0.13847880065441132,0.9165796041488647,0.9165796041488647,0.6895788373391425,0.2718943817019939,0.2718943817019939
energy,laboratory,2.7565,0.11277154088020325,0.8344501256942749,0.8344501256942749,0.6895788373391425,0.2718943817019939,0.2718943817019939
energy,secretary,1.0625,0.09282553195953369,0.7665731906890869,0.7665731906890869,0.6895788373391425,0.2718943817019939,0.2718943817019939
environment,ecology,7.1875,0.42997628450393677,0.8616119623184204,0.8616119623184204,0.6895788373391425,0.2718943817019939,0.2718943817019939
equipment,maker,2.5625,0.20798200368881226,0.7427905797958374,0.7427905797958374,0.6895788373391425,0.2718943817019939,0.2718943817019939
exhibit,memorabilia,4.625,0.3025929629802704,0.7676615118980408,0.7676615118980408,0.6895788373391425,0.2718943817019939,0.2718943817019939
experience,music,2.3125,0.16575714945793152,0.7434729933738708,0.7434729933738708,0.6895788373391425,0.2718943817019939,0.2718943817019939
family,planning,1.75,0.1914883255958557,0.8578763008117676,0.8578763008117676,0.6895788373391425,0.2718943817019939,0.2718943817019939
FBI,fingerprint,4.0625,0.19060634076595306,0.6208102703094482,0.6208102703094482,0.6895788373391425,0.2718943817019939,0.2718943817019939
FBI,investigation,5.0625,0.19911150634288788,0.7773246169090271,0.7773246169090271,0.6895788373391425,0.2718943817019939,0.2718943817019939
fertility,egg,5.1875,0.256523460149765,0.8361377120018005,0.8361377120018005,0.6895788373391425,0.2718943817019939,0.2718943817019939
fighting,defeating,5.5,0.3445202708244324,0.8135842084884644,0.8135842084884644,0.6895788373391425,0.2718943817019939,0.2718943817019939
five,month,1.069,0.40400832891464233,0.7548468708992004,0.7548468708992004,0.6895788373391425,0.2718943817019939,0.2718943817019939
focus,life,2.3125,0.14205680787563324,0.8137370347976685,0.8137370347976685,0.6895788373391425,0.2718943817019939,0.2718943817019939
food,fruit,7.0625,0.37409260869026184,0.8268126845359802,0.8268126845359802,0.6895788373391425,0.2718943817019939,0.2718943817019939
food,preparation,3.75,0.17799316346645355,0.8801786303520203,0.8801786303520203,0.6895788373391425,0.2718943817019939,0.2718943817019939
food,rooster,2.5625,0.1183064728975296,0.8225176334381104,0.8225176334381104,0.6895788373391425,0.2718943817019939,0.2718943817019939
football,basketball,4.125,0.6682467460632324,0.8765907287597656,0.8765907287597656,0.6895788373391425,0.2718943817019939,0.2718943817019939
football,soccer,8.5625,0.731354832649231,0.920160174369812,0.920160174369812,0.6895788373391425,0.2718943817019939,0.2718943817019939
football,tennis,3.6875,0.5051178932189941,0.871536135673523,0.871536135673523,0.6895788373391425,0.2718943817019939,0.2718943817019939
forest,graveyard,1.394,0.22901122272014618,0.8057365417480469,0.8057365417480469,0.6895788373391425,0.2718943817019939,0.2718943817019939
fuck,sex,8.25,0.22339172661304474,0.7519711852073669,0.7519711852073669,0.6895788373391425,0.2718943817019939,0.2718943817019939
furnace,stove,8.0625,0.6083910465240479,0.8970324993133545,0.8970324993133545,0.6895788373391425,0.2718943817019939,0.2718943817019939
game,defeat,3.6875,0.3329891562461853,0.836464524269104,0.836464524269104,0.6895788373391425,0.2718943817019939,0.2718943817019939
game,round,5.1875,0.272222101688385,0.8334394693374634,0.8334394693374634,0.6895788373391425,0.2718943817019939,0.2718943817019939
game,series,4.5625,0.29130786657333374,0.8395297527313232,0.8395297527313232,0.6895788373391425,0.2718943817019939,0.2718943817019939
game,team,4.625,0.496656209230423,0.8342949151992798,0.8342949151992798,0.6895788373391425,0.2718943817019939,0.2718943817019939
game,victory,4.6875,0.3314371109008789,0.8137264251708984,0.8137264251708984,0.6895788373391425,0.2718943817019939,0.2718943817019939
gem,jewel,8.375,0.6210811138153076,0.9048974514007568,0.9048974514007568,0.6895788373391425,0.2718943817019939,0.2718943817019939
gender,equality,3.4375,0.5059923529624939,0.7685825824737549,0.7685825824737549,0.6895788373391425,0.2718943817019939,0.2718943817019939
glass,magician,1.0,0.0372249074280262,0.7836419939994812,0.7836419939994812,0.6895788373391425,0.2718943817019939,0.2718943817019939
glass,metal,2.1875,0.37073972821235657,0.9339122772216797,0.9339122772216797,0.6895788373391425,0.2718943817019939,0.2718943817019939
government,crisis,3.625,0.29561758041381836,0.7106322646141052,0.7106322646141052,0.6895788373391425,0.2718943817019939,0.2718943817019939
governor,interview,1.625,0.11880447715520859,0.6722668409347534,0.6722668409347534,0.6895788373391425,0.2718943817019939,0.2718943817019939
governor,office,4.3125,0.29663556814193726,0.7731204032897949,0.7731204032897949,0.6895788373391425,0.2718943817019939,0.2718943817019939
grocery,money,3.375,0.12704519927501678,0.8684230446815491,0.8684230446815491,0.6895788373391425,0.2718943817019939,0.2718943817019939
Harvard,Yale,4.875,0.6234895586967468,0.9540838003158569,0.9540838003158569,0.6895788373391425,0.2718943817019939,0.2718943817019939
holy,sex,1.069,0.10070593655109406,0.8192442655563354,0.8192442655563354,0.6895788373391425,0.2718943817019939,0.2718943817019939
hospital,infrastructure,3.3125,0.14553327858448029,0.7417087554931641,0.7417087554931641,0.6895788373391425,0.2718943817019939,0.2718943817019939
hotel,reservation,5.0625,0.3028254210948944,0.8081462383270264,0.8081462383270264,0.6895788373391425,0.2718943817019939,0.2718943817019939
hundred,percent,4.4375,0.18021871149539948,0.8971911668777466,0.8971911668777466,0.6895788373391425,0.2718943817019939,0.2718943817019939
image,surface,1.8125,0.12843585014343262,0.8262733817100525,0.8262733817100525,0.6895788373391425,0.2718943817019939,0.2718943817019939
impartiality,interest,1.875,0.20375370979309082,0.4147401452064514,0.4147401452064514,0.6895788373391425,0.2718943817019939,0.2718943817019939
investigation,effort,3.75,0.23487988114356995,0.8882879614830017,0.8882879614830017,0.6895788373391425,0.2718943817019939,0.2718943817019939
investor,earning,5.0625,0.0034081507474184036,0.8455823659896851,0.8455823659896851,0.6895788373391425,0.2718943817019939,0.2718943817019939
jaguar,car,5.3125,0.13319405913352966,0.8370989561080933,0.8370989561080933,0.6895788373391425,0.2718943817019939,0.2718943817019939
jaguar,cat,6.4375,0.405486524105072,0.7814079523086548,0.7814079523086548,0.6895788373391425,0.2718943817019939,0.2718943817019939
Japanese,American,3.125,0.5906798243522644,0.7861514091491699,0.7861514091491699,0.6895788373391425,0.2718943817019939,0.2718943817019939
Jerusalem,Israel,6.4375,0.5141187310218811,0.882168173789978,0.882168173789978,0.6895788373391425,0.2718943817019939,0.2718943817019939
Jerusalem,Palestinian,4.5,0.523640513420105,0.8460696935653687,0.8460696935653687,0.6895788373391425,0.2718943817019939,0.2718943817019939
journal,association,2.625,0.16295820474624634,0.8701812624931335,0.8701812624931335,0.6895788373391425,0.2718943817019939,0.2718943817019939
journey,car,4.0625,0.09849625825881958,0.8120384216308594,0.8120384216308594,0.6895788373391425,0.2718943817019939,0.2718943817019939
journey,voyage,7.5,0.6830852627754211,0.8545219898223877,0.8545219898223877,0.6895788373391425,0.2718943817019939,0.2718943817019939
king,cabbage,0.625,0.11813170462846756,0.8275840878486633,0.8275840878486633,0.6895788373391425,0.2718943817019939,0.2718943817019939
king,queen,5.6875,0.6510956883430481,0.9388241767883301,0.9388241767883301,0.6895788373391425,0.2718943817019939,0.2718943817019939
king,rook,3.125,0.20875592529773712,0.7705769538879395,0.7705769538879395,0.6895788373391425,0.2718943817019939,0.2718943817019939
lad,brother,4.9375,0.3595924973487854,0.8634095191955566,0.8634095191955566,0.6895788373391425,0.2718943817019939,0.2718943817019939
lad,wizard,1.6875,0.33023008704185486,0.896318793296814,0.896318793296814,0.6895788373391425,0.2718943817019939,0.2718943817019939
law,lawyer,6.1875,0.3446577191352844,0.8344277143478394,0.8344277143478394,0.6895788373391425,0.2718943817019939,0.2718943817019939
lawyer,evidence,3.9375,0.198607936501503,0.7393442392349243,0.7393442392349243,0.6895788373391425,0.2718943817019939,0.2718943817019939
liability,insurance,4.375,0.45244455337524414,0.8489512205123901,0.8489512205123901,0.6895788373391425,0.2718943817019939,0.2718943817019939
life,death,4.375,0.3618776500225067,0.8673396110534668,0.8673396110534668,0.6895788373391425,0.2718943817019939,0.2718943817019939
life,lesson,3.1875,0.1925290822982788,0.786152184009552,0.786152184009552,0.6895788373391425,0.2718943817019939,0.2718943817019939
life,term,3.8125,0.2267606258392334,0.8027935028076172,0.8027935028076172,0.6895788373391425,0.2718943817019939,0.2718943817019939
line,insurance,1.3125,0.08391069620847702,0.7323734760284424,0.7323734760284424,0.6895788373391425,0.2718943817019939,0.2718943817019939
liquid,water,7.0625,0.3653528094291687,0.9019368886947632,0.9019368886947632,0.6895788373391425,0.2718943817019939,0.2718943817019939
listing,category,5.375,0.11038406193256378,0.8448520302772522,0.8448520302772522,0.6895788373391425,0.2718943817019939,0.2718943817019939
listing,proximity,1.4375,0.1236044391989708,0.8400455713272095,0.8400455713272095,0.6895788373391425,0.2718943817019939,0.2718943817019939
lobster,food,5.75,0.30510467290878296,0.8340882062911987,0.8340882062911987,0.6895788373391425,0.2718943817019939,0.2718943817019939
lobster,wine,2.375,0.3194861114025116,0.8513757586479187,0.8513757586479187,0.6895788373391425,0.2718943817019939,0.2718943817019939
love,sex,6.375,0.26393771171569824,0.8144927620887756,0.8144927620887756,0.6895788373391425,0.2718943817019939,0.2718943817019939
lover,quarrel,1.6875,0.23226581513881683,0.7626014947891235,0.7626014947891235,0.6895788373391425,0.2718943817019939,0.2718943817019939
luxury,car,3.3125,0.2445117086172104,0.8272590041160583,0.8272590041160583,0.6895788373391425,0.2718943817019939,0.2718943817019939
magician,wizard,7.6875,0.48634958267211914,0.831139326095581,0.831139326095581,0.6895788373391425,0.2718943817019939,0.2718943817019939
man,governor,4.25,0.15232418477535248,0.7182890772819519,0.7182890772819519,0.6895788373391425,0.2718943817019939,0.2718943817019939
man,woman,4.5,0.7664012312889099,0.9260296821594238,0.9260296821594238,0.6895788373391425,0.2718943817019939,0.2718943817019939
Maradona,football,5.375,0.2721978724002838,0.5531184673309326,0.5531184673309326,0.6895788373391425,0.2718943817019939,0.2718943817019939
marathon,sprint,4.9375,0.4636158049106598,0.7693814039230347,0.7693814039230347,0.6895788373391425,0.2718943817019939,0.2718943817019939
Mars,scientist,4.375,0.08718612045049667,0.7574763298034668,0.7574763298034668,0.6895788373391425,0.2718943817019939,0.2718943817019939
Mars,water,1.5625,-0.0009222092339769006,0.7380878925323486,0.7380878925323486,0.6895788373391425,0.2718943817019939,0.2718943817019939
media,gain,1.375,0.10171880573034286,0.6553118824958801,0.6553118824958801,0.6895788373391425,0.2718943817019939,0.2718943817019939
media,radio,6.4375,0.3899160921573639,0.797638475894928,0.797638475894928,0.6895788373391425,0.2718943817019939,0.2718943817019939
media,trading,1.8125,0.12612035870552063,0.736052930355072,0.736052930355072,0.6895788373391425,0.2718943817019939,0.2718943817019939
Mexico,Brazil,3.9375,0.5629372596740723,0.8923521041870117,0.8923521041870117,0.6895788373391425,0.2718943817019939,0.2718943817019939
midday,noon,8.9375,0.5527406930923462,0.9143107533454895,0.9143107533454895,0.6895788373391425,0.2718943817019939,0.2718943817019939
mile,kilometer,6.9375,0.7258477807044983,0.9237953424453735,0.9237953424453735,0.6895788373391425,0.2718943817019939,0.2718943817019939
minister,party,3.0625,0.1715518683195114,0.7915431261062622,0.7915431261062622,0.6895788373391425,0.2718943817019939,0.2718943817019939
ministry,culture,2.844,0.1877954602241516,0.7503663301467896,0.7503663301467896,0.6895788373391425,0.2718943817019939,0.2718943817019939
minority,peace,1.1875,0.06868559122085571,0.7769473195075989,0.7769473195075989,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,bank,6.0,0.26132065057754517,0.8403955698013306,0.8403955698013306,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,cash,8.875,0.6151220202445984,0.9072145819664001,0.9072145819664001,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,cash,9.0315,0.6151220202445984,0.9072145819664001,0.9072145819664001,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,currency,7.9375,0.16010122001171112,0.7560441493988037,0.7560441493988037,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,deposit,5.375,0.2604113817214966,0.829491913318634,0.829491913318634,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,dollar,7.6875,0.3135657012462616,0.8511421084403992,0.8511421084403992,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,laundering,4.4565,0.2523637115955353,0.8408068418502808,0.8408068418502808,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,operation,1.875,0.0845692902803421,0.8381171226501465,0.8381171226501465,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,possession,4.3125,0.05318267643451691,0.8764564394950867,0.8764564394950867,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,property,5.0625,0.26824456453323364,0.8145685195922852,0.8145685195922852,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,wealth,7.0625,0.3295103907585144,0.8635597825050354,0.8635597825050354,0.6895788373391425,0.2718943817019939,0.2718943817019939
money,withdrawal,4.0625,0.05602632835507393,0.7417410612106323,0.7417410612106323,0.6895788373391425,0.2718943817019939,0.2718943817019939
monk,oracle,2.5625,0.30354034900665283,0.8247560262680054,0.8247560262680054,0.6895788373391425,0.2718943817019939,0.2718943817019939
monk,slave,2.5625,0.19146227836608887,0.8186377882957458,0.8186377882957458,0.6895788373391425,0.2718943817019939,0.2718943817019939
month,hotel,1.0625,0.12591950595378876,0.7833590507507324,0.7833590507507324,0.6895788373391425,0.2718943817019939,0.2718943817019939
morality,importance,2.5,0.2053404152393341,0.9186515808105469,0.9186515808105469,0.6895788373391425,0.2718943817019939,0.2718943817019939
morality,marriage,2.375,0.30624136328697205,0.8098659515380859,0.8098659515380859,0.6895788373391425,0.2718943817019939,0.2718943817019939
movie,critic,3.1875,0.17430326342582703,0.7721928954124451,0.7721928954124451,0.6895788373391425,0.2718943817019939,0.2718943817019939
movie,popcorn,3.875,0.44535526633262634,0.7899318337440491,0.7899318337440491,0.6895788373391425,0.2718943817019939,0.2718943817019939
movie,star,4.3125,0.26419904828071594,0.8199107050895691,0.8199107050895691,0.6895788373391425,0.2718943817019939,0.2718943817019939
movie,theater,6.125,0.47419044375419617,0.8280600309371948,0.8280600309371948,0.6895788373391425,0.2718943817019939,0.2718943817019939
murder,manslaughter,7.5,0.6057650446891785,0.5768959522247314,0.5768959522247314,0.6895788373391425,0.2718943817019939,0.2718943817019939
museum,theater,3.875,0.33256372809410095,0.8431841135025024,0.8431841135025024,0.6895788373391425,0.2718943817019939,0.2718943817019939
music,project,3.1875,0.02134612202644348,0.8076208829879761,0.8076208829879761,0.6895788373391425,0.2718943817019939,0.2718943817019939
nature,environment,6.9375,0.4028488099575043,0.8400658369064331,0.8400658369064331,0.6895788373391425,0.2718943817019939,0.2718943817019939
nature,man,2.9375,0.11616960912942886,0.7401933670043945,0.7401933670043945,0.6895788373391425,0.2718943817019939,0.2718943817019939
